Gene	sgRNAs included	KBM7 CS	KBM7 adjusted p-value	K562 CS	K562 adjusted p-value	Jiyoye CS	Jiyoye adjusted p-value	Raji CS	Raji adjusted p-value
CDK3	9	-0.472	0.644964674	-0.913	0.540882772	-0.328	0.858713078	-0.809	0.751210522
CDK4	9	-0.553	0.089674682	-0.344	0.535036717	-3.414	8.08E-05	-0.383	0.451476742
CDK5	9	0.423	0.022488709	-0.034	0.899536114	0.275	0.577235552	0.275	0.384502453
CDK5R1	9	-0.090	0.688140508	0.195	0.549889835	0.037	0.374336578	-0.324	0.356404274
CDK5R2	9	-0.451	0.902659148	-0.498	0.812383724	-0.416	0.907262581	-0.399	0.918576151
CDK5RAP1	9	-0.422	0.874443982	-0.996	0.743694459	0.062	0.726599516	-0.073	0.938701649
CDK5RAP2	9	-1.041	0.081426192	-1.313	0.422871889	-0.855	0.013656859	-0.285	0.918576151
CDK5RAP3	10	-0.313	0.270665305	-0.586	0.16132764	-0.218	0.488342131	-0.516	0.084757117
CDK6	9	-0.500	0.082958998	-0.044	0.95003921	0.129	0.806535953	-1.764	0.000756238
CDK7	10	-1.616	0.061326372	-2.538	0.006399846	-2.066	0.004120129	-1.717	0.04716831
CDK8	9	0.576	0.004343357	-1.299	0.005527122	-0.091	0.975744371	0.075	0.802377509
CDK9	10	-2.088	8.84E-05	-2.741	0.000103247	-2.906	1.99E-05	-1.648	0.000219482
CDKAL1	7	0.023	0.517760472	0.062	0.790577168	-0.006	0.998786865	0.497	0.115450091
CDKL1	10	0.109	0.487417188	0.324	0.325854234	0.008	0.963835017	0.366	0.611793095
CDKL2	10	0.059	0.508750332	0.501	0.07860674	0.306	0.534374317	0.240	0.229022302
CDKL3	9	0.000	0.930279251	0.082	0.694958657	0.065	0.987099409	-0.014	0.909923807
CDKL4	10	0.226	0.095788323	0.134	0.40474791	0.242	0.455781011	0.211	0.502487674
CDKL5	10	0.147	0.564620226	0.443	0.0390661	0.241	0.286584362	0.129	0.49328585
CDKN1A	9	-0.090	0.907082733	-1.100	0.178938648	0.009	0.990971919	0.179	0.580541255
CDKN1B	10	0.113	0.802553841	-0.003	0.737789157	0.278	0.759815314	0.740	0.010251243
CDKN1C	8	0.374	0.080396317	0.310	0.386713978	0.481	0.204184024	0.298	0.301463832
CDKN2A	10	-0.267	0.703787683	0.300	0.106671528	-0.097	0.422028509	-0.054	0.682414837
CDKN2AIP	9	-0.323	0.737586955	0.110	0.223990284	-0.320	0.295477514	0.690	0.002238017
CDKN2AIPNL	10	-0.188	0.956927344	-0.203	0.828981329	0.112	0.838934104	-0.084	0.960043773
CDKN2B	10	-0.204	0.710601047	0.882	0.002968781	0.308	0.203416683	0.217	0.266961361
CDKN2C	9	-0.039	0.906165564	-0.026	0.592577323	0.178	0.803790224	0.539	0.228120378
CDKN2D	10	0.056	0.665912983	0.020	0.642444199	-0.173	0.52010822	0.079	0.800737078
CDKN3	10	0.231	0.264840768	0.409	0.037359918	0.214	0.337765039	0.155	0.455145752
CDNF	9	0.369	0.157835587	0.373	0.128883864	0.328	0.220735139	0.161	0.679301966
CDO1	10	0.276	0.588720118	-0.083	0.865152579	0.172	0.694385874	0.147	0.611039036
CDON	9	0.048	0.607698663	-0.036	0.471013027	-0.314	0.630686553	-0.348	0.145558702
CDPF1	10	-0.118	0.821263793	0.187	0.537076932	0.252	0.72283542	0.148	0.741774315
CDR1	10	0.233	0.201464888	0.558	0.013236836	0.280	0.551749641	0.469	0.026650396
CDR2	8	0.366	0.109937348	0.457	0.078289453	-0.122	0.486199406	0.158	0.841219666
CDR2L	10	-0.671	0.428380444	-1.378	0.552536384	-0.706	0.589060296	-0.843	0.718152647
CDRT1	10	-0.085	0.880587966	0.108	0.389796488	0.258	0.306591391	-0.043	0.93519385
CDRT15	10	-0.635	0.237080509	-1.169	0.563657729	-0.358	0.346644883	-0.399	0.388128175
CDRT15L2	10	-0.388	0.991261861	-1.008	0.291785912	-0.198	0.955774583	-0.580	0.501283488
CDS1	9	-0.101	0.965034055	0.271	0.086186464	0.249	0.739007438	0.091	0.800490315
CDS2	8	-0.373	0.775023979	-2.628	0.000454226	-1.156	0.021850701	-0.875	0.096299824
CDSN	10	0.151	0.483925606	-0.183	0.986924977	0.253	0.358729016	-0.047	0.869968133
CDT1	8	-2.224	0.009532579	-3.741	0.002406665	-2.603	0.018842722	-2.402	0.001163862
CDV3	10	0.072	0.170325136	0.118	0.683796933	-0.343	0.216705708	-0.177	0.791357432
CDX1	8	0.412	0.137694574	0.301	0.189083779	0.391	0.576888749	0.272	0.697423798
CDX2	8	-0.717	0.022222874	-0.163	0.664727213	-0.079	0.870328941	-0.475	0.979444067
CDX4	10	0.101	0.467643228	0.353	0.116760661	0.556	0.237638058	0.275	0.08621785
CDY1	10	0.511	0.000517802	0.941	0.000282603	0.240	0.613038097	0.330	0.193548686
CDY1B	10	0.511	0.000517802	0.941	0.000282603	0.240	0.613038097	0.330	0.193548686
CDY2A	10	0.579	0.007333161	0.774	0.002642539	0.173	0.617076233	-0.016	0.869507568
CDY2B	10	0.579	0.007333161	0.774	0.002642539	0.173	0.617076233	-0.016	0.869507568
CDYL	9	0.034	0.289966291	-1.259	0.309123136	0.060	0.210318525	0.170	0.568054283
CDYL2	9	0.000	0.865416397	0.090	0.693391833	-0.031	0.832976666	0.048	0.588353665
CEACAM1	9	-0.172	0.447206026	-0.311	0.790577168	-0.163	0.813070439	-0.242	0.755828798
CEACAM16	8	0.168	0.070730189	-0.166	0.724428214	-0.129	0.967558592	-0.128	0.825356303
CEACAM19	10	-0.172	0.617170538	-0.921	0.159404613	-0.157	0.803503594	-0.462	0.521067064
CEACAM21	10	-0.048	0.932570648	-0.185	0.897469311	-0.056	0.973651408	-0.194	0.564277141
CEACAM3	10	-0.315	0.999390065	-0.783	0.835824568	-0.502	0.973727362	-0.543	0.153457211
CEACAM4	8	-0.052	0.797173771	0.148	0.69562511	0.062	0.958650536	-0.003	0.673476714
CEACAM5	10	-0.585	0.423365703	-1.464	0.505833219	-0.538	0.947146143	-0.441	0.744588426
CEACAM6	10	-0.219	0.956927344	-0.009	0.910417291	-0.090	0.674940916	-0.038	0.686719095
CEACAM7	9	-0.183	0.984772754	-0.678	0.412310825	-0.059	0.698162327	-0.272	0.870582331
CEACAM8	10	0.072	0.493117491	0.186	0.451645712	0.031	0.77989481	-0.038	0.924128933
CEBPA	10	-1.493	0.000362572	-0.892	0.73142587	-0.457	0.512922964	-0.171	0.863955371
CEBPB	7	-0.320	0.246384509	0.179	0.85701931	0.001	0.740410738	0.438	0.43647013
CEBPD	10	-1.661	0.00052593	-0.317	0.681547584	-0.080	0.861669991	-0.341	0.945330024
CEBPE	7	-0.289	0.945036378	-1.067	0.727512157	-0.081	0.999981366	-0.119	0.91187229
CEBPG	9	-0.126	0.701297225	0.078	0.79278423	-0.293	0.506220915	-0.059	0.857523529
CEBPZ	7	-2.025	0.004324206	-2.417	0.009081828	-1.979	0.000583207	-2.020	0.001779058
CECR1	10	0.166	0.438074705	-0.236	0.463255039	0.013	0.928475074	-0.051	0.864548151
CECR5	10	0.038	0.880559018	-0.730	0.130244143	0.353	0.189078266	0.081	0.697423798
CECR6	10	0.381	0.172409247	-1.029	0.515795959	0.370	0.600875511	-0.202	0.498159498
CEL	10	-0.143	0.987212919	0.051	0.584912659	0.201	0.773114292	0.121	0.874626214
CELA1	8	0.015	0.943625522	-0.548	0.643671235	-0.174	0.768957676	0.002	0.788755128
CELA2A	10	0.158	0.540168054	0.056	0.455153802	0.013	0.851031942	-0.009	0.981908615
CELA2B	7	0.226	0.264438968	0.389	0.237110468	0.326	0.254917261	-0.059	0.649439953
CELA3A	10	0.130	0.436437027	0.279	0.497585306	0.197	0.543028256	0.134	0.87646526
CELA3B	10	0.062	0.588400068	-0.620	0.877906265	-0.087	0.988027	0.111	0.768587679
CELF1	8	-0.883	0.204947403	-0.463	0.461132703	-0.064	0.962628871	-0.178	0.986321192
CELF2	9	-0.337	0.583105395	-0.165	0.506906632	0.247	0.64683235	0.150	0.448754353
CELF3	10	-0.324	0.825859963	-0.910	0.708376296	0.263	0.352938987	-0.149	0.90790264
CELF4	10	-0.068	0.156236479	-0.307	0.982233191	0.148	0.676267467	0.085	0.680959183
CELF5	9	-0.052	0.844349838	0.118	0.545399891	-0.212	0.285992591	0.130	0.512102641
CELF6	8	-0.894	0.093359479	-0.491	0.83319273	-0.971	0.603024475	-0.655	0.645796088
CELSR1	7	0.181	0.107428614	-0.365	0.999690568	-0.369	0.404288958	-0.455	0.919547528
CELSR2	9	-0.204	0.619233575	-1.452	0.039587117	0.034	0.910087729	-0.326	0.884664337
CELSR3	8	0.153	0.659281808	-0.387	0.878437573	-0.089	0.829207759	0.447	0.186017101
CEMP1	10	-0.345	0.574956858	-0.156	0.938077718	0.002	0.874877614	-0.106	0.997078815
CEND1	9	-0.282	0.336340795	-0.567	0.977845229	-0.701	0.764913554	-0.899	0.183313097
CENPA	9	-1.711	0.001858157	-3.362	0.020143646	-1.172	0.004488877	-1.243	0.013220445
CENPB	10	-0.046	0.472653786	-0.247	0.603340807	-0.195	0.516440492	0.093	0.710166816
CENPBD1	9	-0.186	0.895045838	-0.413	0.958333636	0.115	0.938059234	-0.172	0.688633866
CENPC	9	-1.163	0.013633686	-0.930	0.064028196	-1.176	0.062562715	-1.267	0.002643145
CENPE	9	-1.220	0.010146954	-1.416	0.182785668	-0.205	0.643051502	-0.702	0.065588041
CENPF	9	-0.193	0.767888082	-0.001	0.914417133	-0.134	0.860495091	0.388	0.141257207
CENPH	10	-0.941	0.110869835	-0.945	0.297411168	-0.706	0.469820745	-0.424	0.149379938
CENPI	9	-1.145	0.023798772	-2.561	0.001909525	-1.712	0.003142588	-1.831	0.000231175
CENPJ	9	-0.898	0.184117973	-0.473	0.502906441	-1.048	0.07723963	-0.496	0.705753609
CENPK	10	-1.302	0.100174791	-2.011	0.101405111	-1.124	0.037396938	-0.807	0.136407354
CENPL	10	-1.054	0.142784693	-1.140	0.158364739	-1.493	0.011831785	-0.547	0.556700042
CENPM	10	-2.330	0.000318356	-3.767	2.69E-05	-2.043	0.000213371	-1.979	0.000169407
CENPN	9	-1.175	0.246119412	-1.468	0.085274261	-1.401	0.0742648	-1.321	0.007925669
CENPO	9	-0.374	0.697422211	-0.467	0.396980354	-0.154	0.894583203	-0.298	0.575630514
CENPP	10	-0.245	0.780242181	-0.463	0.48756066	0.225	0.31559988	0.110	0.84293333
CENPQ	10	0.204	0.519214935	-0.078	0.872499397	-0.294	0.763537733	-0.007	0.684826958
CENPT	8	-1.037	0.094824045	-1.643	0.016004938	-0.531	0.871755959	-0.776	0.133010192
CENPV	8	-1.195	0.090570958	-1.552	0.189106297	-0.688	0.480916141	-0.792	0.898452302
CENPW	9	-1.800	0.018957889	-2.290	0.005678506	-0.642	0.18541735	-0.609	0.077276557
CEP104	9	0.059	0.860707041	-0.222	0.927873223	0.108	0.845842494	0.250	0.726009143
CEP112	10	0.301	0.079317094	0.127	0.500865781	-0.013	0.944271005	0.398	0.326146952
CEP120	10	-0.502	0.273733472	-0.591	0.421171641	-0.541	0.161283278	-0.119	0.995557307
CEP128	9	0.174	0.648939568	0.421	0.112352109	0.292	0.502290559	-0.121	0.817299645
CEP135	10	-0.392	0.552935128	0.309	0.20938598	-0.266	0.634333322	0.003	0.986208134
CEP152	10	-0.477	0.361005317	-0.449	0.56860422	-0.555	0.168190176	-0.160	0.796895141
CEP164	9	-0.881	0.702746199	-1.622	0.178938648	-0.400	0.86666987	-1.218	0.112139669
CEP170	9	0.082	0.820678797	0.328	0.088558423	0.326	0.324953426	0.235	0.666598333
CEP170B	9	-0.338	0.938819564	-1.034	0.904310323	-0.323	0.821449737	-0.481	0.591460793
CEP19	10	0.366	0.089427537	0.148	0.260697615	-0.100	0.964142376	0.230	0.718202969
CEP192	10	-1.312	0.049289416	-0.819	0.170358185	-1.742	0.004675881	-1.541	0.00477884
CEP250	10	-0.737	0.981418564	-0.738	0.861638741	-0.256	0.862355937	-0.596	0.348147505
CEP290	8	-0.110	0.461637355	-0.001	0.686272139	-0.066	0.618701059	0.176	0.427302186
CEP350	10	-0.844	0.080076164	-0.664	0.189106297	-1.094	0.00300296	-0.548	0.22161821
CEP41	10	-0.053	0.872900978	0.014	0.763668533	0.433	0.252247976	0.367	0.045223651
CEP44	10	-0.309	0.664748025	0.054	0.934395404	-0.052	0.899823582	0.342	0.155213104
CEP55	10	-1.427	0.015977767	-0.563	0.319677158	-0.870	0.102662067	-0.625	0.08018881
CEP57	8	-1.418	0.010232143	-1.685	0.018400576	-1.595	0.018376067	-0.265	0.425733225
CEP57L1	10	-0.588	0.302794331	-0.749	0.3525236	-0.023	0.835322015	-0.075	0.953769726
CEP63	10	-0.361	0.614395155	-0.145	0.307664553	-0.368	0.440739313	-0.341	0.996138047
CEP68	10	-0.515	0.566715	-1.666	0.181411014	-1.157	0.386515639	-0.638	0.569978702
CEP70	10	-0.004	0.768852173	0.047	0.598634074	0.237	0.810525389	0.145	0.337998769
CEP72	9	-0.244	0.769144859	-0.469	0.540117503	-0.201	0.819742917	-0.185	0.480007832
CEP76	10	0.091	0.596420778	0.258	0.447528369	0.319	0.191906874	0.447	0.065676828
CEP78	9	-0.084	0.684811041	0.231	0.247950628	0.127	0.674306334	0.124	0.624153854
CEP85	10	-1.068	0.000838348	-0.685	0.408645142	-1.185	0.006200559	-0.751	0.027851462
CEP85L	10	0.038	0.825859963	0.147	0.392622922	0.061	0.931433094	0.173	0.768587679
CEP89	10	-0.255	0.891934591	-0.302	0.824866388	0.007	0.843274405	-0.229	0.96970899
CEP95	10	-0.404	0.421109939	-0.672	0.370742683	-0.135	0.98652761	-0.210	0.942143068
CEP97	10	-0.898	0.073760708	-0.215	0.947187413	-0.561	0.093710466	-0.377	0.27223891
CEPT1	10	-0.048	0.792591584	-1.061	0.367591975	-0.349	0.337127395	-1.487	0.032548675
CER1	9	0.037	0.524707802	0.191	0.235619714	0.063	0.74713138	0.176	0.614656155
CERCAM	10	-0.511	0.906813964	-0.506	0.48174775	-0.534	0.92058416	-0.479	0.963831638
CERK	10	0.154	0.245714654	-0.058	0.420014285	-0.018	0.932832581	0.025	0.963451989
CERKL	9	0.228	0.452614375	0.005	0.732896711	0.345	0.421898828	0.380	0.19314098
CERS1	9	-0.318	0.564896367	-0.850	0.143383907	-0.313	0.797785309	-0.355	0.496285306
CERS2	10	-0.395	0.410390679	-0.750	0.617578373	-0.150	0.929469758	-0.323	0.538036848
CERS3	10	-0.026	0.394560908	0.103	0.530641143	0.027	0.970133471	0.210	0.374176359
CERS4	9	-0.495	0.960067505	-0.805	0.874587906	-0.145	0.804774119	-0.539	0.638888799
CERS5	10	0.170	0.438423437	-0.382	0.577340392	0.056	0.938056759	0.332	0.328773686
CERS6	10	-0.130	0.816097749	-0.143	0.695468549	0.259	0.502415034	0.150	0.772150175
CES1	10	0.028	0.761363039	-0.511	0.717942289	-0.124	0.749235964	0.289	0.379203889
CES2	7	-0.333	0.92340539	-1.204	0.144166839	-0.540	0.615623189	-0.529	0.737911252
CES3	9	0.175	0.642512398	0.342	0.284503787	0.303	0.39098553	0.234	0.118685663
CES4A	9	-0.257	0.816097749	-0.329	0.69703552	-0.031	0.976373407	-0.298	0.674286141
CES5A	10	0.171	0.166899324	0.047	0.436251308	0.038	0.864526732	0.145	0.271318745
CETN1	10	-0.087	0.854889432	-0.463	0.929755399	-0.247	0.895735646	-0.312	0.753098826
CETN2	9	-0.061	0.946735472	0.400	0.213096089	0.205	0.404447156	0.134	0.800737078
CETN3	8	0.319	0.130687265	0.562	0.016092597	0.326	0.502290559	0.122	0.719195488
CETP	10	0.075	0.566816812	0.024	0.727152945	-0.139	0.635014791	-0.012	0.995952815
CFB	9	0.119	0.52420276	-0.359	0.491398962	0.001	0.963835017	0.211	0.317153759
CFC1	10	-0.529	0.096493135	-1.034	0.124523893	-0.593	0.082272598	-0.132	0.697423798
CFC1B	9	-0.438	0.428935493	-0.675	0.162473391	-0.539	0.244710961	-0.025	0.810302669
CFD	10	-0.163	0.77719558	0.285	0.295924634	-0.328	0.792844072	-0.184	0.718825463
CFDP1	10	-0.748	0.519214935	-0.876	0.349945436	-0.775	0.191088241	-0.718	0.018248769
CFH	8	0.530	0.013319594	0.193	0.744733652	0.180	0.876154475	-0.124	0.77481789
CFHR1	10	-0.217	0.400245196	0.244	0.306079802	0.130	0.593195241	0.377	0.323863267
CFHR2	10	0.069	0.684101511	0.319	0.201835761	0.007	0.858313097	0.240	0.250913548
CFHR3	10	0.400	0.062257832	0.581	0.021665613	0.234	0.404667911	0.000	0.799351795
CFHR4	10	0.127	0.180698112	0.208	0.451161306	0.002	0.830314453	0.096	0.703135972
CFHR5	10	0.124	0.265966106	0.063	0.605175054	0.057	0.869915115	0.138	0.566432448
CFI	10	-0.157	0.997461003	-0.073	0.879779361	-0.176	0.858485736	-0.206	0.985836702
CFL1	10	-2.009	0.000819004	-3.158	0.000340289	-2.084	0.000291316	-2.041	2.86E-05
CFL2	8	0.403	0.158039541	0.581	0.10992275	0.061	0.922371251	0.352	0.554582702
CFLAR	10	-1.573	0.091857763	0.193	0.498609485	0.341	0.215009175	-0.187	0.992124234
CFP	10	-0.521	0.546244923	-0.512	0.439900512	-0.164	0.72283542	-0.404	0.992302235
CFTR	8	-0.040	0.844791639	0.093	0.319947784	0.161	0.913376168	0.231	0.414519219
CGA	10	0.150	0.16160369	0.204	0.092190342	0.090	0.727944054	0.280	0.144697143
CGB	7	-0.524	0.592651687	-1.147	0.286356959	-0.550	0.519751386	-0.627	0.676626053
CGB1	8	-0.271	0.689090091	-0.158	0.947317426	0.214	0.84891957	0.075	0.921714002
CGB2	9	-0.438	0.185710903	-0.909	0.580967532	-0.413	0.374568416	-0.202	0.877697448
CGB5	7	-0.305	0.669928474	-0.633	0.205042568	-0.296	0.837657575	-0.351	0.987536446
CGB7	10	-0.233	0.837873426	-0.435	0.207313959	-0.117	0.687370808	-0.003	0.84365482
CGB8	7	-0.305	0.669928474	-0.633	0.205042568	-0.296	0.837657575	-0.351	0.987536446
CGGBP1	10	-0.210	0.733507574	0.622	0.004561642	-0.161	0.998786865	0.145	0.85604425
CGN	10	-0.538	0.797877502	-0.895	0.233907967	-0.260	0.91626069	0.076	0.942904466
CGNL1	10	-0.638	0.562073414	-0.533	0.626252415	-0.149	0.820460749	-0.310	0.789856636
CGREF1	9	-0.013	0.483473219	0.103	0.56860422	-0.037	0.911622651	-0.103	0.946855343
CGRRF1	10	0.168	0.520247609	0.476	0.019911628	-0.100	0.830514023	0.138	0.53965672
CH25H	10	-0.132	0.964025078	-0.435	0.69344724	-0.263	0.663230511	-0.297	0.369257543
CHAC1	10	-0.033	0.747642351	-0.293	0.783784987	0.062	0.670173363	-0.221	0.343578139
CHAC2	10	0.346	0.150802063	0.047	0.717628961	-0.043	0.772362915	0.118	0.686719095
CHAD	9	0.080	0.754414473	-0.005	0.597158547	0.093	0.935075752	-0.090	0.817299645
CHADL	9	0.022	0.82798399	-0.139	0.922494657	-0.263	0.997094351	-0.411	0.308220781
CHAF1A	8	-1.886	0.000268009	-1.850	0.005865512	-2.258	0.00019962	-2.284	0.000178538
CHAF1B	9	-1.338	0.041736022	-1.081	0.236126665	-1.522	0.015266867	-1.165	0.020843061
CHAMP1	10	-1.132	0.037907492	-0.994	0.32845858	-1.229	0.389134935	-0.976	0.024683219
CHAT	9	0.320	0.042016721	-0.236	0.974647163	0.246	0.491233713	0.415	0.241897889
CHCHD1	10	-0.924	0.039981977	-0.816	0.0543243	-0.954	0.037008422	-0.826	0.111151373
CHCHD10	10	-0.316	0.482750547	-0.373	0.573231971	-0.081	0.834086856	0.005	0.9077611
CHCHD2	8	-0.705	0.666266314	-0.723	0.593205414	-0.537	0.479100317	-0.688	0.227939681
CHCHD3	9	-0.097	0.762267946	-1.292	0.009008749	-1.190	0.122980879	0.431	0.288749885
CHCHD4	9	-0.371	0.840968248	-1.227	0.310355597	-1.033	0.73010826	-0.119	0.999974701
CHCHD5	9	0.092	0.469511451	-0.562	0.590331537	-0.446	0.368025296	-0.016	0.959049643
CHCHD6	9	0.001	0.787478219	-0.425	0.490593575	-0.149	0.980295428	-0.034	0.876595443
CHCHD7	10	-0.149	0.86570097	-0.087	0.490593575	0.051	0.832859956	-0.014	0.471635411
CHD1	10	-1.071	0.022100437	-0.382	0.3525236	-0.127	0.909877777	0.194	0.523394305
CHD1L	8	0.060	0.580565798	-0.030	0.578963128	0.030	0.613385689	0.153	0.570680984
CHD2	10	-0.364	0.178337312	0.064	0.410077633	0.158	0.650641948	-0.744	0.46579967
CHD3	8	-0.216	0.76343004	-0.331	0.888850875	0.317	0.773114292	-0.205	0.992234092
CHD4	9	-1.124	0.005342434	-2.323	0.006187546	-1.540	0.045101478	-1.871	0.003199069
CHD5	9	-0.619	0.041165134	-0.626	0.313787086	-0.275	0.990971919	-0.357	0.642276488
CHD6	8	-0.137	0.701459884	-0.405	0.369947264	0.268	0.753399002	0.256	0.408596709
CHD7	9	-1.101	0.0233526	-0.597	0.491398962	-0.279	0.950272054	-0.397	0.999974701
CHD8	9	-1.649	0.000193081	-0.813	0.244761889	-0.124	0.990971919	-0.761	0.048232227
CHD9	10	-0.403	0.664748025	-0.679	0.883431945	-0.054	0.855712982	-0.189	0.995557307
CHDC2	10	0.250	0.133460042	0.498	0.01406775	0.232	0.768505713	0.301	0.38971921
CHDH	10	-0.039	0.994662656	-0.195	0.869831948	-0.036	0.837433193	-0.316	0.978441875
CHEK1	10	-1.412	0.004835426	-2.016	0.014423624	-2.006	0.000348735	-1.258	0.000427865
CHEK2	8	0.574	0.013434287	0.057	0.749886171	0.195	0.585906198	0.268	0.436275327
CHERP	8	-1.566	0.081183734	-3.339	0.012812722	-2.747	0.002773328	-1.727	0.005857689
CHFR	10	-0.009	0.754414473	-0.562	0.742178037	-0.147	0.757344753	0.113	0.833479702
CHGA	10	-1.199	0.094629038	-2.079	0.02477991	-1.019	0.061120565	-0.766	0.197244836
CHGB	8	-0.042	0.479681596	-0.149	0.967693004	-0.139	0.962448414	-0.056	0.937848606
CHI3L1	10	-0.019	0.844278769	-0.171	0.896717044	0.145	0.773114292	-0.022	0.787330426
CHI3L2	9	-0.550	0.056583874	-1.112	0.025551235	0.041	0.78912377	-0.162	0.956314818
CHIA	10	0.193	0.361587389	-0.234	0.361149655	0.212	0.498880957	0.216	0.624153854
CHIC1	10	0.362	0.153422168	0.409	0.087712533	0.095	0.886498175	0.132	0.564277141
CHIC2	10	-0.445	0.853395501	-0.162	0.64759	-0.487	0.985193799	-0.016	0.430302584
CHID1	10	0.033	0.802481518	-0.209	0.490793861	0.285	0.346060585	0.087	0.977528687
CHIT1	9	0.250	0.335242444	0.325	0.303120964	-0.015	0.93410015	0.020	0.855807063
CHKA	8	-1.574	0.0024168	-2.989	0.028844576	-1.059	0.049520538	-0.957	0.04316262
CHKB	10	-0.280	0.956584244	-0.129	0.907923941	0.029	0.930960346	0.355	0.235046487
CHL1	10	-0.059	0.787478219	-0.153	0.798569211	0.226	0.804343751	-0.059	0.484769455
CHM	10	0.218	0.42109946	0.516	0.031317662	-2.153	3.67E-05	-2.335	0.001929442
CHML	10	0.049	0.736000835	-0.275	0.332906736	0.234	0.479148481	0.335	0.300806982
CHMP1A	9	-0.942	0.176160531	-1.769	0.364376803	-0.315	0.952087469	-0.421	0.805973452
CHMP1B	8	-0.784	0.027542284	0.342	0.32699304	-0.185	0.998441202	0.164	0.751210522
CHMP2A	10	-2.136	0.000375066	-2.993	0.000314382	-2.468	0.000164877	-2.004	0.00610694
CHMP2B	10	-0.320	0.605331147	0.177	0.483386811	-0.167	0.986044579	0.298	0.290639264
CHMP3	10	-1.091	0.07348378	-0.487	0.461377143	-0.717	0.396165002	-0.025	0.811440473
CHMP4A	9	-0.187	0.99569411	0.104	0.674299019	-0.052	0.894583203	-0.449	0.577404136
CHMP4B	9	-2.333	0.005319386	-0.598	0.474304402	-2.402	0.000376577	-1.300	0.003846914
CHMP4C	8	-0.569	0.78014054	-0.502	0.748042976	-0.156	0.983225135	-0.389	0.799860867
CHMP5	10	-1.365	0.10857431	-1.146	0.037630289	-0.515	0.201679376	-0.566	0.401587804
CHMP6	10	-2.753	0.003948934	-2.947	0.010998787	-1.309	0.056516846	-1.759	0.023001067
CHMP7	8	-0.891	0.163062617	-0.701	0.171384599	-0.438	0.92058416	0.090	0.894180428
CHN1	10	0.358	0.118722638	0.234	0.186346442	0.109	0.952853389	0.339	0.108440437
CHN2	10	0.001	0.761808534	0.187	0.339308704	-0.305	0.698162327	-0.273	0.642400589
CHODL	10	0.139	0.599449062	0.425	0.048317021	0.325	0.306918922	0.167	0.567006567
CHORDC1	10	-1.720	0.001019291	-2.127	0.002924273	-0.973	0.008057289	-1.255	0.001002866
CHP1	10	-0.066	0.597488378	-0.032	0.478540646	-0.122	0.947952453	-0.463	0.353959534
CHP2	9	-0.116	0.999815322	0.190	0.433985943	-0.071	0.931562388	0.242	0.708569297
CHPF	10	0.070	0.581435583	0.156	0.779973903	0.324	0.480916141	0.155	0.59061753
CHPF2	9	-0.219	0.934686358	-1.160	0.781313594	-0.033	0.590158191	0.191	0.645796088
CHPT1	9	-0.151	0.850629559	-0.354	0.765103248	0.452	0.263273454	-0.165	0.976421029
CHRAC1	10	-0.200	0.777349933	-0.396	0.835824568	-0.469	0.679985408	-0.306	0.955325106
CHRD	10	-0.663	0.867426596	-1.009	0.732072166	-0.526	0.572358056	-0.752	0.733552033
CHRDL1	8	0.432	0.066108741	0.142	0.163697092	0.036	0.847719417	0.408	0.177048621
CHRDL2	9	-0.383	0.901788215	-1.302	0.076374245	-0.627	0.489629646	-0.578	0.511690373
CHRFAM7A	9	-0.125	0.945988459	0.064	0.41136403	0.087	0.891204664	0.201	0.549319533
CHRM1	10	-0.621	0.41391487	-0.916	0.23788931	-0.271	0.837757275	-0.371	0.810302669
CHRM2	7	-0.125	0.76502229	-0.066	0.942620961	0.103	0.969617906	0.205	0.481905304
CHRM3	10	0.207	0.508111907	-0.013	0.611271714	0.243	0.600545485	0.190	0.347019118
CHRM4	10	-0.559	0.199953569	-0.247	0.748723883	-0.252	0.714330128	-0.786	0.031359072
CHRM5	10	0.197	0.26434059	0.171	0.196588171	0.082	0.840096243	-0.045	0.997338923
CHRNA1	10	0.027	0.599351523	-0.251	0.992251499	-0.109	0.661698708	-0.228	0.675060323
CHRNA10	8	-0.392	0.99913529	-0.330	0.855306995	-0.209	0.987421882	-0.653	0.890649447
CHRNA2	9	-0.225	0.881765735	-0.666	0.580967532	0.208	0.324953426	-0.122	0.715703719
CHRNA3	9	-0.460	0.12645563	0.240	0.287126221	0.157	0.68168853	-0.021	0.887668124
