#Supplementary Data 10 - Total mutation rates observed in 293T with Cas9Sp nuclease												
#Gene	293T (Control#1)	293T (CAS9 + gRNA library only)	293T (CAS9 + gRNA library + Artemis)	293T (CAS9 + gRNA library + TREX2)	293T (CAS9 + gRNA library + TdT)	293T (CAS9 + gRNA library + ddrA)	293T (Control#1) - Total Read Count	293T (CAS9 + gRNA library only) - Total Read Count	293T (CAS9 + gRNA library + Artemis) - Total Read Count	293T (CAS9 + gRNA library + TREX2) - Total Read Count	293T (CAS9 + gRNA library + TdT) - Total Read Count	293T (CAS9 + gRNA library + ddrA) - Total Read Count
SS18L1_chr20_60738542	0	0.964956831	2.32172471	6.071428571	1.149068323	0.9711511	251	446	392	338	313	347
SSTR1_chr14_38678715	0	0.480054863	0.409346751	0.76142132	0.317926143	0.294117647	895	2913	1707	1483	1452	1493
SSTR2_chr17_71165465	0	0.168491997	0.216450216	0.227272727	0.23659306	0.231481481	926	2577	1739	1496	1338	1547
SSTR3_chr22_37603818	0	0.905730129	1.640271493	1.978021978	0.311284047	0.779588944	177	556	396	278	301	280
SSTR4_chr20_23016186	0	1.064953353	1.455511961	4.337855914	0.952542949	0.913242009	1790	4569	2794	2477	2097	2329
SSTR5_chr16_1129161	0	0.154450093	0.211132438	0.458920976	0.317028986	0.271546635	1013	2913	2009	1513	1199	1614
STAT3_chr17_40498631	0	0.85447263	0.465116279	1.634615385	0.563697858	0.519818064	2959	7980	5179	3812	3537	4081
STIL_chr1_47775963	0	0.436280138	0.524193548	0.6170119	0.229568411	0.255536627	2234	5857	3949	3439	2918	3116
STK11_chr19_1207016	0	0.823045267	0	1.204819277	0	0.73800738	2977	8296	5016	3702	3599	4041
SUFU_chr10_104264000	0	1.924557352	0.549450549	3.681885125	0.64516129	1.063829787	4487	12029	7613	6244	5203	6187
SUZ12_chr17_30315376	0	0.538047656	2.068965517	4.144144144	0.361445783	0.609756098	2285	6122	3418	3183	2900	2704
SYK_chr9_93606362	0	1.807532147	1.766184362	3.188259109	1.608503433	1.771264161	503	1562	764	788	594	644
TAAR5_chr6_132910674	0.027739251	0.273431566	0.831010361	1.949106659	0.276693863	0.206313183	1079	3212	1885	1765	1440	1626
TAAR6_chr6_132891497	0	0.977198697	0.353857042	0.651041667	0.743889479	0.687285223	571	1765	1327	918	762	868
TAAR8_chr6_132873918	0	1.242236025	2.468212416	2.105263158	1.791359326	0.916590284	362	1317	776	544	503	609
TAAR9_chr6_132859917	0	0	0.716845878	0	0	0	2398	5023	3704	2604	2915	3132
TACR1_chr2_75347709	0	0.129150299	0.194489465	0.334299086	0.168558265	0.158361486	5233	14147	9223	7535	6679	7100
TACR2_chr10_71175918	0	2.447791852	2.967898243	4.64159812	1.773907434	2.194628934	451	1397	960	646	638	589
TACR3_chr4_104640749	0	0.689452838	0.305594734	1.135005974	0.696748507	0.62676277	2443	5907	4221	3080	3220	3501
TAL1_chr1_47691449	0	0.277171174	0.925697359	0.972421489	0.334728033	0.543739005	3012	8749	5863	4334	4089	4080
TAL2_chr9_108424894	0.063734863	0.209687566	0.116066987	0.220653133	0.095192765	0.327455919	886	2374	1848	1320	1268	1296
TAS1R3_chr1_1267079	0.171624714	0.872377965	0.827939184	0.762942779	1.022183558	0.903876238	2075	5410	3536	3185	2570	2822
TAS2R13_chr12_11061744	0	0.198019802	0	0.954198473	0.464037123	0.574712644	4689	11362	7901	5233	5879	6351
TAS2R14_chr12_11091669	0	0.243973846	0.462578579	0.718654434	0.333919156	0.320912819	5565	15539	10420	8934	8832	8470
TAS2R16_chr7_122635018	0	3.03320007	1.676646707	2.54948004	2.091359384	2.162247475	1230	3745	2150	2080	1774	1539
TAS2R3_chr7_141464836	0	1.092384519	1.930005147	2.518518519	0.78387458	0.582411182	1518	4355	2480	2269	2178	1174
TAS2R31_chr12_11183387	0	0.235048315	0.112233446	0.330344502	0.528338136	0.196078431	178	486	292	249	205	271
TAS2R38_chr7_141672666	0	1.173512154	4.302477184	9.571788413	1.02915952	2.462121212	447	1299	728	679	775	658
TAS2R4_chr7_141478946	0	0.72666294	0.486519359	1.507276507	0.448681997	0.164962059	548	1301	1160	555	830	820
TAS2R40_chr7_142919330	0	1.506024096	0.969305331	1.967213115	3.333333333	1.936619718	8387	21853	14721	11856	10631	11122
TAS2R41_chr7_143175826	0	3.812199037	3.513824885	6.482758621	2.687296417	2.395209581	10815	26332	19013	12929	14095	14541
TAS2R5_chr7_141490479	0	0.378722672	0.340225072	0.725426188	0.113593336	0.455136541	538	2149	1413	768	941	873
TAS2R60_chr7_143140620	0	0.714858852	0.576024345	0.750652742	0.588235294	0.735480599	724	2415	1337	1140	949	1091
TBXA2R_chr19_3600608	0	0.507356672	1.240135287	0.666963095	0.493653032	0.448430493	137	398	279	217	209	194
TCF12_chr15_57212118	0	0.837489993	0.888845478	2.529623219	0.432790224	0.659868026	6685	18583	12340	8974	8899	9472
TCF3_chr19_1627389	0	0	0.655021834	1.554404145	0	0	5321	11684	8255	6808	6201	6926
TCL1A_chr14_96180347	0.022514916	0.683752943	0.770765949	1.395135383	0.544431116	0.350667123	2485	6817	4254	3348	3014	3191
TEK_chr9_27185517	0.365965233	1.182197497	1.23589468	4.355108878	0.269541779	0.436681223	4455	11906	8102	6273	5975	6253
TERT_chr5_1295044	0.037502344	1.25178363	0.691220468	0.843108504	0.668238994	0.6105919	3138	9538	6031	4532	4202	3970
TET1_chr10_70332455	0.157977883	0.785797439	0.198807157	0.222593211	0.135043889	0.178677784	3496	10202	6643	5505	4598	5753
TFE3_chrX_48900726	0	1.340275769	0.93385214	1.797627873	1.205821206	0.808823529	752	2020	1105	1048	862	696
TFEB_chr6_41652435	0	0.552791598	0.588451637	1.783562304	0.559257496	0.390755833	3940	10247	8431	6540	5690	5609
TFG_chr3_100463687	0.033624748	0.999250562	1.120116565	3.203097501	0.73436313	0.710143212	4388	11506	8350	5962	5451	6336
TFRC_chr3_195802176	0.171232877	0.854700855	0.598251266	1.858304297	0.875145858	0.288850376	2337	6408	3886	3375	3572	3434
TGFBR1_chr9_101891274	0	0.243013366	0.243309002	0.379266751	0.307062436	0	1697	3829	2673	2119	2082	2040
TGFBR2_chr3_30648447	0	0.203735144	0.41322314	0.385604113	0.343406593	0.692440854	454	1193	767	397	583	528
THRA_chr17_38240863	0	0.445009536	0.559511699	0.974658869	0.307125307	0.464306442	2618	7156	4933	3848	3566	3031
THRAP3_chr1_36748259	0	0.997280145	0.483675937	2.03125	0.900900901	0.831600832	356	996	619	610	510	568
THRB_chr3_24185031	0	0.458715596	1.708401591	1.0591133	0.437317784	0.777688388	1010	2492	1736	725	1228	1169
TIE1_chr1_43770664	0.060422961	1.286746511	0.724409449	1.322501417	0.800177817	0.803448952	2068	5809	3821	2757	2641	3076
TLX1_chr10_102891335	0	1.901639344	3.445747801	3.107520199	0.700190961	1.140155729	5410	13709	9201	6128	7310	7886
TLX3_chr5_170736480	0	0	0.24764735	0.320769848	0	0.170794193	2152	5913	3548	2249	2836	3122
TNFAIP3_chr6_138192631	0	0.167566561	0.233463035	0.165016502	0.115429011	0.292932992	6287	16239	10238	7511	7856	8335
TNFRSF10A_chr8_23082431	0	2.150181938	1.365348399	4.88948426	1.63004961	1.231527094	235	772	458	386	263	295
TNFRSF10B_chr8_22926380	0	3.16595494	3.03381195	3.509734028	2.42248062	2.171460801	8883	22084	14531	10895	10837	11692
TNFRSF10D_chr8_23021399	0	0.464135021	0.587467363	1.450676983	0.33869602	0.393037619	1093	2876	1861	1194	1484	1603
TNFRSF11A_chr18_60021724	0	0.544348383	0.709219858	1.944744559	0.537634409	0.312965723	5333	15418	9693	8184	7632	8025
TNFRSF11B_chr8_119945249	0	0.577921442	0.340986588	0.641547862	0.320645428	0.333523918	1266	3436	2012	1797	1481	1679
TNFRSF12A_chr16_3071250	0	0.475446138	1.250732851	1.655328798	0.435395057	0.380092648	3810	10371	6425	5396	4810	5440
TNFRSF13B_chr17_16852262	0	2.672939164	2.925777641	4.918032787	2.828151986	2.173913043	5638	16281	10876	8298	8404	8957
TNFRSF17_chr16_12061495	0.082712986	0.964105607	0.768514206	1.74291939	0.944287063	0.589556429	5948	16012	10981	8523	7898	8449
TNFRSF18_chr1_1141903	0	1.391001956	1.089588378	1.83044316	0.922213312	0.799360512	1168	3393	2173	1722	1714	1731
TNFRSF19_chr13_24233205	0	2.891933029	0.447427293	1.969365427	0.520833333	1.39275766	412	1646	1233	791	977	393
TNFRSF1A_chr12_6443364	0	0	0	0	0	0	1175	2945	2178	1556	1456	1733
TNFRSF1B_chr1_12248855	0	1.149425287	2.179836512	3.851851852	0.81300813	1.485884101	1121	3146	1966	1539	1628	1723
TNFRSF21_chr6_47254032	0	0.156801254	0.227660785	0	0.162337662	0.156985871	402	1103	827	640	555	481
TNFRSF25_chr1_6524721	0	0.440871369	0.875331565	1.324397638	0.468637347	0.405715294	2642	7848	4273	4060	3430	3729
TNFRSF4_chr1_1149385	0.072992701	2.499440424	2.213393871	3.807723467	1.281690141	1.847606204	3310	10103	6350	5293	4499	5103
TNFRSF6B_chr20_62328517	0	1.19760479	0.646203554	0.846023689	0	0.560747664	2542	6100	4092	3218	3142	3596
TNFRSF8_chr1_12123691	0	0.249193785	0.474226804	0.883733775	0.062617408	0.460205739	1143	2588	2019	1247	1209	1171
TOP1_chr20_39729897	0	0.472334683	0.639658849	0.245398773	0.426136364	0.291970803	2244	5371	3855	2424	2599	2731
TP53_chr17_7579881	0.016893319	1.135355686	1.336560724	2.449705762	1.01412785	0.826960144	1213	3023	2124	1493	1411	1624
TPM4_chr19_16187441	0	1.865008881	1.128349788	2.121212121	0.367647059	1.061946903	2747	6791	4318	3647	3096	3546
TPR_chr1_186344048	0	0.723362659	0.507936508	0.774246129	0.37593985	0.59618442	811	2370	1532	1034	1181	1781
TRAF7_chr16_2220640	0	1.40609307	1.88738597	5.591939547	0.920749753	1.030042918	4580	12492	8883	6479	6510	6710
TRIM24_chr7_138145624	0	0.618142482	0.545670225	0.688731586	0.433622415	0.532400365	7001	20418	13197	9820	9668	10494
TRIM27_chr6_28891312	0	0.77163329	1.710830975	2.742016385	0.642742367	0.630538514	5818	15354	10234	8820	7809	8419
TRIM33_chr1_115053492	0.188146754	0.261703984	0.167294019	0.387346675	0.778909527	0.662983425	4082	9353	6494	5307	4632	5152
TRPC1_chr3_142443407	0.136239782	0.473148805	0.353857042	0.918580376	0.631988333	0.882899628	2418	6742	4294	3672	3177	3562
TRPC3_chr4_122854095	0	1.730702665	1.630901288	1.869501466	1.530421799	1.403382512	1931	4601	3304	2076	2494	2502
TRPC4_chr13_38320136	0	0.68591026	0.846784864	1.572798083	0.583622105	0.565981531	324	657	447	457	384	359
TRPC5_chrX_111195330	0	0.763594292	0.819672131	2.509111298	0.397835773	0.570228091	2082	5834	3590	2816	2815	3185
TRPC6_chr11_101375480	0.09718173	1.272727273	1.576872536	4.670834866	1.150895141	0.927299703	553	1479	734	675	615	673
TRPM1_chr15_31453133	0	4.427164334	3.461538462	3.937301735	3.910614525	3.405155829	860	2551	1757	1206	1232	1274
TRPM2_chr21_45773675	0	0.845873906	0.706314451	1.902863356	0.701381509	0.254303599	4437	11568	7540	6267	5548	5669
TRPM3_chr9_73457971	0	0.25016315	0.534660767	0.955343257	0.309837335	0.213929166	5480	13403	8810	7406	7100	7415
TRPM4_chr19_49669405	0	5.170278638	4.296401132	6.444657403	3.777122957	4.411237298	354	1002	619	591	508	535
TRPM5_chr11_2443527	0.028789405	1.499339498	1.205825063	4.766536965	1.484650226	1.447277739	2503	6822	4850	3621	3194	3694
TRPM6_chr9_77457236	0	1.713964597	1.632302406	3.826530612	2.349726776	0.634920635	566	1482	938	815	704	685
TRPM7_chr15_50940922	0	1.961745954	1.291818483	3.667377399	2.057200201	1.2763596	11839	28185	19004	14614	14298	16083
TRPV1_chr17_3495464	0	0.776887594	0.263108438	1.093312993	0.47955578	0.383713494	331	1126	709	660	544	565
TRPV2_chr17_16321123	0	0.22756827	0.214643453	0.537330317	0.307692308	0.15225335	1373	5115	3150	2454	2128	2516
TRPV3_chr17_3438964	0	0.472944184	1.295767161	2.638753651	0.452830189	0.465414861	1861	5974	3179	1985	3041	2330
TRPV4_chr12_110252336	0	0.431732326	0.558659218	1.192411924	0.593824228	0.268384326	4818	12942	8430	5227	5996	6574
TRPV5_chr7_142622679	0	0.80032834	0.865187982	1.80447693	0.415119074	0.688398461	4463	10886	7774	5981	5601	5868
TRPV6_chr7_142573367	0	1.97486535	2.836879433	3.052064632	1.729873586	1.990632319	1063	3439	2391	1549	1669	1810
TSC1_chr9_135797337	0	1.265508685	0.836960161	2.100656455	0.552181115	0.747314339	1468	4227	2826	2395	2057	2152
TSC2_chr16_2100417	0	0	0.651465798	6.349206349	1.520912548	1.260504202	2052	5778	3495	2728	2679	2779
TSHR_chr14_81422166	0	1.698337907	1.152558212	3.425159736	1.012145749	1.223624627	4346	10497	7558	6676	5483	3357
TTL_chr2_113239929	0.146412884	3.174603175	2.260869565	3.880831047	3.05907173	2.557077626	3890	12965	8174	7134	6284	6664
USP6_chr17_5040458	0	0.363431835	0.281004121	0.620917668	0.082781457	0.17703202	2058	4400	3044	2719	2346	2696
UTS2R_chr17_80332663	0	0.729442971	1.179221307	4.248183343	0.846888023	0.71394574	3760	9645	6240	5359	4654	5198
VDR_chr12_48258852	0	0.211789622	0.236127509	0.521350546	0.342465753	0.190930788	3750	10167	7079	5518	4705	5112
VHL_chr3_10183729	0.037579857	3.18224154	2.584514722	3.936598675	2.079207921	2.291694264	3123	9194	5424	4501	3873	4207
VIPR1_chr3_42567380	0.048169557	1.88771518	1.35301353	2.913016908	1.138442773	1.030756442	6441	16150	9892	8348	7466	8365
VIPR2_chr7_158902550	0	0.277777778	0.530785563	0.37593985	1.272727273	0.443131462	6947	15140	10781	8224	7948	8706
VN1R5_chr1_247419912	0	1.563633965	2.893094224	6.72046567	1.584653878	1.416677022	1367	3559	2328	1960	1830	1575
VTI1A_chr10_114207139	0	1.03784129	1.389246205	1.643192488	0.641642605	1.027811366	1711	4078	3019	2345	1993	1802
WAS_chrX_48545229	0	1.783036161	3.010262258	3.603351955	1.962708538	1.562960779	3172	8238	5321	3933	3962	4691
WHSC1_chr4_1902487	0.048689443	2.528506185	1.261503928	2.29355311	1.547848426	1.744660036	4589	12304	8386	7072	6175	6568
WHSC1L1_chr8_38173509	0	0.19357961	0.196995814	0.290160907	0.168634064	0.240963855	8744	23470	15049	10270	10600	12462
WIF1_chr12_65514839	0	0.662251656	1.069201069	1.670235546	0.541760722	0.706214689	1535	3706	2685	1845	1684	1863
WT1_chr11_32456836	0	0.184635145	0.148386299	0.336906585	0.083291687	0.094221106	3650	9746	6357	4378	4577	4939
WWTR1_chr3_149375018	0	1.286067601	2.179640719	4.666457877	1.041305102	0.978372812	1159	2785	2115	1671	1503	1708
XCR1_chr3_46063049	0	0.803998262	0.383008357	1.307800093	0.503271263	0.757575758	1294	4030	2987	2285	1811	2141
XPA_chr9_100459520	0	0.767946578	1.173469388	1.265060241	0.487125957	1.135646688	168	526	307	189	263	238
XPO1_chr2_61722705	0	0	0	0	0	0.706713781	8334	19313	12841	9547	9880	10379
ZBTB16_chr11_113934463	0	1.297648013	0.705101618	1.001767826	1.14416476	0.469483568	1366	4536	2875	2551	1896	2190
ZMYM2_chr13_20660031	0	1.734104046	4.391217565	5.941704036	1.072961373	1.619433198	9255	23113	16014	12401	12080	12992
ZNF331_chr19_54074874	0	0	0	0	0	0	5995	15080	9837	7156	7439	8404
ZNF384_chr12_6788148	0	1.327250104	1.509951956	2.346570397	1.108269395	0.898472597	2673	8499	5082	4028	3796	4190
ZNF521_chr18_22930880	0	0.254175744	0.182815356	0.226586103	0.315706393	0.14587892	5322	12884	9170	7697	7070	7549
CHRNA7_chr15_32322835	0	0	5.555555556	4.12371134	8.196721311	0	4152	10224	7317	4909	4919	6015
CLTC_chr17_57724856	0	0.578034682	0.372439479	0	1.97044335	0	405	1440	942	798	550	677
DNMT3A_chr2_25505556	0	2.307692308	3.703703704	4.95049505	0	2.173913043	6176	15157	10093	7559	7194	8047
ERCC5_chr13_103510643	0	0	0	1.62601626	0	0	2595	6263	3887	2556	3117	3308
FSHR_chr2_49210072	0	0	0	0	0	0	2398	6001	4385	3580	3057	3391
GABRA5_chr15_27126084	0	0	0	0	0	0	12323	33063	22275	18443	15570	18399
HEY1_chr8_80679301	0	1.253918495	0	0	0	0	2260	6199	4061	3791	2965	2075
IL1R1_chr2_102781663	0	0	0	0	0	0	1809	4530	3367	2335	2215	2124
KCNA6_chr12_4919213	0	2.43902439	0	10.60606061	0	0	4353	12457	8087	6530	6003	6368
MAS1_chr6_160328055	0	0	0	0	0	0	2570	6065	4175	3193	2881	3884
MNX1_chr7_156803012	0	0	0	0	0	0	1594	4602	2872	2141	1987	2112
OR11L1_chr1_248005069	0	0	0	0	0	0	1079	2995	1960	1660	1437	1585
OR52W1_chr11_6221026	0	11.74863388	4.458598726	5.511811024	6.666666667	3.883495146	378	990	559	545	482	283
OR56B1_chr11_5758157	0	0	0	0	0	0	1612	3699	2411	1697	1748	1704
OR5P2_chr11_7818460	0	0	0	0	0	0	919	1730	1503	892	932	741
PRDM16_chr1_3102707	0	0	0	0	0	0	241	736	709	370	467	517
RB1_chr13_48936965	0	1.030927835	0	0	0	0	928	2411	1457	1108	1173	1113
SDHAF2_chr11_61205524	0	0	0	0	0	0	846	2754	1641	1324	1267	1371
